Date,CPUTemp,CPU Usage,RAM Usage,GPS,IMU,UV,Dallas Temperature
2024-07-18 11:14:19,{'Temperature': 74.9},{'Usage': 1.3},{'Usage': 16.6},Error,"{'Acceleration': [0.9552864624023437, -0.6871358764648438, -9.952696301269532], 'Gyro': [-0.00639509972519084, 0.00159877493129771, -0.0002664624885496183], 'Magnetic': [-9.75, 28.349999999999998, -22.5]}","{'UVA': 4.752197265625, 'UVB': 0.259552001953125, 'UVC': 0.12664794921875, 'Temperature': 29.400000000000006}",Error
2024-07-18 11:14:26,{'Temperature': 72.7},{'Usage': 19.6},{'Usage': 16.5},Error,"{'Acceleration': [0.9792284790039062, -0.6727706665039062, -9.9981861328125], 'Gyro': [-0.008526799633587786, 0.004529862305343512, 0.000799387465648855], 'Magnetic': [-8.85, 28.799999999999997, -21.15]}","{'UVA': 4.69512939453125, 'UVB': 0.230712890625, 'UVC': 0.11651611328125, 'Temperature': 29.400000000000006}",Error
2024-07-18 11:14:33,{'Temperature': 74.9},{'Usage': 0.2},{'Usage': 16.5},Error,"{'Acceleration': [0.9265560424804687, -0.6416460449218749, -9.94072529296875], 'Gyro': [-0.006928024702290077, 0.010924962030534353, -0.0005329249770992366], 'Magnetic': [-8.25, 28.65, -22.95]}","{'UVA': 4.752197265625, 'UVB': 0.236480712890625, 'UVC': 0.093719482421875, 'Temperature': 29.299999999999997}",Error
2024-07-18 11:14:40,{'Temperature': 76.55},{'Usage': 2.0},{'Usage': 16.5},Error,"{'Acceleration': [0.97683427734375, -0.6512228515624999, -10.038887561035155], 'Gyro': [-0.008793262122137404, 0.0013323124427480919, -0.0005329249770992366], 'Magnetic': [-6.75, 30.599999999999998, -21.0]}","{'UVA': 4.752197265625, 'UVB': 0.305694580078125, 'UVC': 0.164642333984375, 'Temperature': 29.349999999999994}",Error
2024-07-18 11:14:50,{'Temperature': 73.25},{'Usage': 0.2},{'Usage': 16.5},Error,"{'Acceleration': [0.9744400756835937, -0.6727706665039062, -9.9215716796875], 'Gyro': [-0.013589586916030535, 0.00799387465648855, 0.0034640123511450386], 'Magnetic': [-9.299999999999999, 27.75, -22.65]}","{'UVA': 4.710693359375, 'UVB': 0.2537841796875, 'UVC': 0.134246826171875, 'Temperature': 29.400000000000006}",Error
2024-07-18 11:14:57,{'Temperature': 76.0},{'Usage': 0.5},{'Usage': 16.6},Error,"{'Acceleration': [0.9744400756835937, -0.6775590698242188, -9.969455712890625], 'Gyro': [-0.011990811984732825, -0.0013323124427480919, 0.003996937328244275], 'Magnetic': [-6.8999999999999995, 27.3, -20.55]}","{'UVA': 4.72625732421875, 'UVB': 0.2076416015625, 'UVC': 0.098785400390625, 'Temperature': 29.349999999999994}",Error
2024-07-18 11:15:03,{'Temperature': 75.45},{'Usage': 6.5},{'Usage': 16.6},Error,"{'Acceleration': [0.9576806640625, -0.6943184814453125, -9.974244116210937], 'Gyro': [-0.008526799633587786, 0.007194487190839696, 0.0026646248854961837], 'Magnetic': [-8.4, 29.25, -22.65]}","{'UVA': 4.71588134765625, 'UVB': 0.2076416015625, 'UVC': 0.08612060546875, 'Temperature': 29.299999999999997}",Error
2024-07-18 11:15:14,{'Temperature': 71.6},{'Usage': 0.2},{'Usage': 16.6},Error,"{'Acceleration': [0.9576806640625, -0.7230489013671875, -9.991003527832031], 'Gyro': [-0.007727412167938932, 0.008260337145038169, 0.0002664624885496183], 'Magnetic': [-8.7, 27.15, -22.2]}","{'UVA': 4.8040771484375, 'UVB': 0.213409423828125, 'UVC': 0.0911865234375, 'Temperature': 29.349999999999994}",Error
2024-07-18 11:15:20,{'Temperature': 74.9},{'Usage': 0.3},{'Usage': 16.6},Error,"{'Acceleration': [1.005564697265625, -0.6200982299804687, -9.957484704589843], 'Gyro': [-0.009059724610687023, 0.000799387465648855, -0.0005329249770992366], 'Magnetic': [-7.6499999999999995, 29.25, -22.349999999999998]}","{'UVA': 4.710693359375, 'UVB': 0.21917724609375, 'UVC': 0.08612060546875, 'Temperature': 29.349999999999994}",Error
2024-07-18 11:15:27,{'Temperature': 73.8},{'Usage': 11.3},{'Usage': 16.5},Error,"{'Acceleration': [0.967257470703125, -0.6607996582031249, -9.919177478027343], 'Gyro': [-0.007194487190839696, 0.0053292497709923675, -0.00159877493129771], 'Magnetic': [-8.85, 28.799999999999997, -21.9]}","{'UVA': 4.814453125, 'UVB': 0.259552001953125, 'UVC': 0.134246826171875, 'Temperature': 29.400000000000006}",Error
