Date,CPUTemp,CPU Usage,RAM Usage,GPS,IMU,UV,Dallas Temperature
2024-07-18 11:30:51,{'Temperature': 82.05},{'Usage': 5.0},{'Usage': 16.7},Error,"{'Acceleration': [0.9816226806640624, -0.6679822631835937, -9.993397729492187], 'Gyro': [-0.010924962030534353, 0.0061286372366412215, -0.0013323124427480919], 'Magnetic': [-9.45, 27.45, -22.2]}","{'UVA': 4.7003173828125, 'UVB': 0.1614990234375, 'UVC': 0.063323974609375, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:30:58,{'Temperature': 82.6},{'Usage': 0.0},{'Usage': 16.7},Error,"{'Acceleration': [0.9959878906249999, -0.6775590698242188, -9.974244116210937], 'Gyro': [-0.005062787282442748, 0.00479632479389313, 0.0], 'Magnetic': [-8.1, 27.75, -20.55]}","{'UVA': 4.752197265625, 'UVB': 0.24224853515625, 'UVC': 0.119049072265625, 'Temperature': 29.849999999999994}",Error
2024-07-18 11:31:01,{'Temperature': 78.75},{'Usage': 2.0},{'Usage': 16.6},Error,"{'Acceleration': [0.9002198242187499, -0.6655880615234374, -9.962273107910155], 'Gyro': [-0.007194487190839696, 0.007194487190839696, 0.007194487190839696], 'Magnetic': [-8.25, 27.9, -20.7]}","{'UVA': 4.7314453125, 'UVB': 0.19610595703125, 'UVC': 0.0911865234375, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:31:09,{'Temperature': 80.4},{'Usage': 14.6},{'Usage': 16.6},Error,"{'Acceleration': [0.9744400756835937, -0.6871358764648438, -9.911994873046874], 'Gyro': [-0.0034640123511450386, 0.003730474839694657, -0.00319754986259542], 'Magnetic': [-8.7, 28.349999999999998, -21.45]}","{'UVA': 4.86114501953125, 'UVB': 0.27685546875, 'UVC': 0.16717529296875, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:31:12,{'Temperature': 80.4},{'Usage': 0.2},{'Usage': 16.6},Error,"{'Acceleration': [0.967257470703125, -0.6631938598632812, -9.986215124511718], 'Gyro': [-0.005062787282442748, 0.007460949679389314, -0.0013323124427480919], 'Magnetic': [-9.0, 28.65, -21.0]}","{'UVA': 4.7625732421875, 'UVB': 0.236480712890625, 'UVC': 0.12158203125, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:31:16,{'Temperature': 78.2},{'Usage': 13.3},{'Usage': 16.7},Error,"{'Acceleration': [0.9552864624023437, -0.6751648681640625, -9.947907897949218], 'Gyro': [-0.009059724610687023, 0.003996937328244275, 0.0005329249770992366], 'Magnetic': [-9.299999999999999, 29.7, -21.9]}","{'UVA': 4.69512939453125, 'UVB': 0.230712890625, 'UVC': 0.129180908203125, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:31:20,{'Temperature': 81.5},{'Usage': 0.3},{'Usage': 16.7},Error,"{'Acceleration': [0.9074024291992187, -0.6392518432617187, -9.9981861328125], 'Gyro': [-0.00639509972519084, 0.007460949679389314, 0.0013323124427480919], 'Magnetic': [-8.4, 28.799999999999997, -20.849999999999998]}","{'UVA': 4.7625732421875, 'UVB': 0.21917724609375, 'UVC': 0.108917236328125, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:31:24,{'Temperature': 81.5},{'Usage': 0.2},{'Usage': 16.7},Error,"{'Acceleration': [0.97683427734375, -0.6967126831054687, -9.945513696289062], 'Gyro': [-0.005595712259541985, 0.0018652374198473284, 0.00319754986259542], 'Magnetic': [-7.6499999999999995, 28.5, -20.55]}","{'UVA': 4.752197265625, 'UVB': 0.21917724609375, 'UVC': 0.108917236328125, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:31:28,{'Temperature': 79.3},{'Usage': 1.0},{'Usage': 16.7},Error,"{'Acceleration': [1.0319009155273438, -0.6655880615234374, -9.993397729492187], 'Gyro': [-0.01279019945038168, 0.002931087374045802, 0.0005329249770992366], 'Magnetic': [-8.1, 29.7, -20.849999999999998]}","{'UVA': 4.8455810546875, 'UVB': 0.27685546875, 'UVC': 0.149444580078125, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:31:32,{'Temperature': 80.95},{'Usage': 0.3},{'Usage': 16.7},Error,"{'Acceleration': [0.9744400756835937, -0.6967126831054687, -9.974244116210937], 'Gyro': [-0.011724349496183208, 0.002931087374045802, 0.0005329249770992366], 'Magnetic': [-9.0, 27.45, -21.75]}","{'UVA': 4.7418212890625, 'UVB': 0.21917724609375, 'UVC': 0.101318359375, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:31:36,{'Temperature': 80.4},{'Usage': 5.0},{'Usage': 17.1},Error,"{'Acceleration': [0.9648632690429687, -0.6871358764648438, -9.993397729492187], 'Gyro': [-0.006928024702290077, 0.004263399816793893, 0.000799387465648855], 'Magnetic': [-9.75, 27.9, -21.0]}","{'UVA': 4.76776123046875, 'UVB': 0.259552001953125, 'UVC': 0.12664794921875, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:31:39,{'Temperature': 80.95},{'Usage': 0.3},{'Usage': 16.7},Error,"{'Acceleration': [0.967257470703125, -0.6488286499023437, -9.983820922851562], 'Gyro': [-0.010924962030534353, 0.006661562213740459, -0.0018652374198473284], 'Magnetic': [-9.45, 27.9, -21.0]}","{'UVA': 4.793701171875, 'UVB': 0.294158935546875, 'UVC': 0.15704345703125, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:31:43,{'Temperature': 81.5},{'Usage': 1.5},{'Usage': 16.7},Error,"{'Acceleration': [0.9337386474609375, -0.6560112548828124, -9.950302099609374], 'Gyro': [-0.00959264958778626, 0.005062787282442748, -0.00159877493129771], 'Magnetic': [-8.4, 29.25, -20.099999999999998]}","{'UVA': 4.710693359375, 'UVB': 0.178802490234375, 'UVC': 0.073455810546875, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:31:47,{'Temperature': 80.95},{'Usage': 0.3},{'Usage': 16.6},Error,"{'Acceleration': [0.9840168823242187, -0.6560112548828124, -9.9981861328125], 'Gyro': [-0.00479632479389313, 0.0013323124427480919, -0.004263399816793893], 'Magnetic': [-7.5, 29.849999999999998, -22.2]}","{'UVA': 4.71588134765625, 'UVB': 0.201873779296875, 'UVC': 0.083587646484375, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:31:51,{'Temperature': 78.2},{'Usage': 5.7},{'Usage': 16.8},Error,"{'Acceleration': [0.9193734375, -0.6464344482421874, -10.041281762695311], 'Gyro': [-0.007460949679389314, 0.007460949679389314, -0.0021316999083969466], 'Magnetic': [-8.25, 27.45, -21.0]}","{'UVA': 4.76776123046875, 'UVB': 0.224945068359375, 'UVC': 0.113983154296875, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:31:55,{'Temperature': 80.4},{'Usage': 0.3},{'Usage': 16.8},Error,"{'Acceleration': [1.0007762939453124, -0.6727706665039062, -9.938331091308592], 'Gyro': [0.0002664624885496183, 0.004529862305343512, -0.002398162396946565], 'Magnetic': [-7.949999999999999, 28.349999999999998, -22.2]}","{'UVA': 4.7314453125, 'UVB': 0.190338134765625, 'UVC': 0.08612060546875, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:31:59,{'Temperature': 82.05},{'Usage': 0.2},{'Usage': 16.8},Error,"{'Acceleration': [0.9911994873046874, -0.6943184814453125, -9.991003527832031], 'Gyro': [-0.00639509972519084, 0.005595712259541985, 0.0013323124427480919], 'Magnetic': [-9.299999999999999, 28.5, -21.599999999999998]}","{'UVA': 4.71588134765625, 'UVB': 0.167266845703125, 'UVC': 0.073455810546875, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:32:03,{'Temperature': 80.4},{'Usage': 0.0},{'Usage': 16.7},Error,"{'Acceleration': [0.9696516723632812, -0.679953271484375, -9.947907897949218], 'Gyro': [-0.006928024702290077, 0.0, 0.00159877493129771], 'Magnetic': [-9.0, 28.349999999999998, -21.45]}","{'UVA': 4.71588134765625, 'UVB': 0.167266845703125, 'UVC': 0.068389892578125, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:32:06,{'Temperature': 80.95},{'Usage': 8.0},{'Usage': 16.6},Error,"{'Acceleration': [0.9504980590820312, -0.6775590698242188, -9.94072529296875], 'Gyro': [-0.009059724610687023, 0.005595712259541985, -0.0013323124427480919], 'Magnetic': [-7.35, 27.75, -21.599999999999998]}","{'UVA': 4.71588134765625, 'UVB': 0.1614990234375, 'UVC': 0.06585693359375, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:32:10,{'Temperature': 80.95},{'Usage': 0.3},{'Usage': 16.6},Error,"{'Acceleration': [1.0199299072265624, -0.679953271484375, -9.988609326171874], 'Gyro': [-0.009326187099236643, 0.00959264958778626, 0.0013323124427480919], 'Magnetic': [-8.1, 28.05, -21.9]}","{'UVA': 4.72625732421875, 'UVB': 0.17303466796875, 'UVC': 0.07598876953125, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:32:14,{'Temperature': 80.95},{'Usage': 0.0},{'Usage': 16.6},Error,"{'Acceleration': [1.0199299072265624, -0.6919242797851562, -9.928754284667969], 'Gyro': [-0.0053292497709923675, 0.007194487190839696, -0.005862174748091604], 'Magnetic': [-8.4, 28.05, -21.599999999999998]}","{'UVA': 4.7210693359375, 'UVB': 0.167266845703125, 'UVC': 0.0709228515625, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:32:18,{'Temperature': 82.6},{'Usage': 10.8},{'Usage': 16.6},Error,"{'Acceleration': [0.9624690673828125, -0.6847416748046875, -9.955090502929687], 'Gyro': [-0.009059724610687023, 0.00639509972519084, -0.0034640123511450386], 'Magnetic': [-8.85, 29.25, -21.15]}","{'UVA': 4.76776123046875, 'UVB': 0.21917724609375, 'UVC': 0.108917236328125, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:32:22,{'Temperature': 80.95},{'Usage': 0.5},{'Usage': 16.6},Error,"{'Acceleration': [1.0271125122070313, -0.6727706665039062, -9.943119494628906], 'Gyro': [-0.005595712259541985, 0.0034640123511450386, -0.004529862305343512], 'Magnetic': [-9.75, 29.4, -19.95]}","{'UVA': 4.7210693359375, 'UVB': 0.1614990234375, 'UVC': 0.06585693359375, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:32:26,{'Temperature': 79.3},{'Usage': 6.0},{'Usage': 16.7},Error,"{'Acceleration': [1.0031704956054688, -0.7110778930664062, -9.97184991455078], 'Gyro': [-0.009059724610687023, 0.008793262122137404, -0.006661562213740459], 'Magnetic': [-9.45, 27.9, -21.0]}","{'UVA': 4.77813720703125, 'UVB': 0.27685546875, 'UVC': 0.144378662109375, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:32:30,{'Temperature': 81.5},{'Usage': 14.8},{'Usage': 16.6},Error,"{'Acceleration': [0.9313444458007812, -0.6823474731445313, -9.991003527832031], 'Gyro': [-0.009326187099236643, 0.00959264958778626, -0.0010658499541984733], 'Magnetic': [-8.4, 29.25, -20.849999999999998]}","{'UVA': 4.77294921875, 'UVB': 0.27685546875, 'UVC': 0.13677978515625, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:32:33,{'Temperature': 82.05},{'Usage': 0.2},{'Usage': 16.7},Error,"{'Acceleration': [0.9648632690429687, -0.6607996582031249, -9.926360083007811], 'Gyro': [-0.009326187099236643, 0.006661562213740459, 0.0010658499541984733], 'Magnetic': [-9.299999999999999, 28.05, -20.099999999999998]}","{'UVA': 4.7625732421875, 'UVB': 0.213409423828125, 'UVC': 0.103851318359375, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:32:37,{'Temperature': 80.95},{'Usage': 0.0},{'Usage': 16.7},Error,"{'Acceleration': [0.9528922607421875, -0.7062894897460937, -9.97184991455078], 'Gyro': [-0.010125574564885496, -0.0002664624885496183, 0.0002664624885496183], 'Magnetic': [-8.25, 28.65, -21.45]}","{'UVA': 4.7210693359375, 'UVB': 0.1614990234375, 'UVC': 0.060791015625, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:32:41,{'Temperature': 79.3},{'Usage': 19.3},{'Usage': 16.8},Error,"{'Acceleration': [0.928950244140625, -0.6560112548828124, -9.967061511230469], 'Gyro': [-0.00319754986259542, 0.004263399816793893, 0.0010658499541984733], 'Magnetic': [-9.45, 30.299999999999997, -21.45]}","{'UVA': 4.7625732421875, 'UVB': 0.230712890625, 'UVC': 0.1114501953125, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:32:45,{'Temperature': 82.05},{'Usage': 0.0},{'Usage': 16.9},Error,"{'Acceleration': [0.9576806640625, -0.6847416748046875, -9.976638317871092], 'Gyro': [-0.00959264958778626, 0.003996937328244275, -0.0021316999083969466], 'Magnetic': [-7.949999999999999, 29.099999999999998, -21.0]}","{'UVA': 4.77294921875, 'UVB': 0.224945068359375, 'UVC': 0.113983154296875, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:32:49,{'Temperature': 82.6},{'Usage': 1.2},{'Usage': 16.8},Error,"{'Acceleration': [0.9169792358398436, -0.6727706665039062, -9.935936889648437], 'Gyro': [-0.00479632479389313, 0.00985911207633588, -0.0010658499541984733], 'Magnetic': [-6.8999999999999995, 27.75, -20.55]}","{'UVA': 4.76776123046875, 'UVB': 0.24224853515625, 'UVC': 0.12158203125, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:32:53,{'Temperature': 80.4},{'Usage': 9.8},{'Usage': 16.7},Error,"{'Acceleration': [0.9696516723632812, -0.6488286499023437, -9.916783276367187], 'Gyro': [-0.008260337145038169, 0.002931087374045802, -0.0010658499541984733], 'Magnetic': [-10.35, 27.75, -19.8]}","{'UVA': 4.77813720703125, 'UVB': 0.271087646484375, 'UVC': 0.13677978515625, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:32:57,{'Temperature': 82.6},{'Usage': 0.3},{'Usage': 16.6},Error,"{'Acceleration': [0.967257470703125, -0.6536170532226562, -9.957484704589843], 'Gyro': [-0.009326187099236643, 0.0018652374198473284, -0.0013323124427480919], 'Magnetic': [-8.85, 28.5, -19.8]}","{'UVA': 4.8663330078125, 'UVB': 0.27685546875, 'UVC': 0.164642333984375, 'Temperature': 30.0}",Error
2024-07-18 11:33:00,{'Temperature': 79.85},{'Usage': 0.8},{'Usage': 16.7},Error,"{'Acceleration': [1.0223241088867188, -0.718260498046875, -10.01015714111328], 'Gyro': [-0.009326187099236643, 0.0013323124427480919, -0.0034640123511450386], 'Magnetic': [-9.75, 28.349999999999998, -21.0]}","{'UVA': 4.72625732421875, 'UVB': 0.1614990234375, 'UVC': 0.063323974609375, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:33:04,{'Temperature': 80.4},{'Usage': 3.0},{'Usage': 16.6},Error,"{'Acceleration': [0.9433154541015625, -0.6751648681640625, -9.969455712890625], 'Gyro': [-0.010125574564885496, 0.003730474839694657, -0.0026646248854961837], 'Magnetic': [-8.85, 27.75, -20.099999999999998]}","{'UVA': 4.7418212890625, 'UVB': 0.2537841796875, 'UVC': 0.129180908203125, 'Temperature': 30.0}",Error
2024-07-18 11:33:08,{'Temperature': 82.05},{'Usage': 0.2},{'Usage': 16.6},Error,"{'Acceleration': [0.9792284790039062, -0.679953271484375, -9.950302099609374], 'Gyro': [-0.004263399816793893, 0.008260337145038169, -0.0026646248854961837], 'Magnetic': [-8.25, 28.65, -19.95]}","{'UVA': 4.7625732421875, 'UVB': 0.19610595703125, 'UVC': 0.0911865234375, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:33:15,{'Temperature': 81.5},{'Usage': 0.3},{'Usage': 16.6},Error,"{'Acceleration': [0.9720458740234375, -0.6607996582031249, -9.885658654785155], 'Gyro': [-0.007460949679389314, 0.004529862305343512, -0.0021316999083969466], 'Magnetic': [-9.45, 28.349999999999998, -20.7]}","{'UVA': 4.752197265625, 'UVB': 0.2537841796875, 'UVC': 0.141845703125, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:33:19,{'Temperature': 80.95},{'Usage': 0.2},{'Usage': 16.6},Error,"{'Acceleration': [0.9145850341796874, -0.6631938598632812, -9.9215716796875], 'Gyro': [-0.004529862305343512, 0.005062787282442748, 0.0002664624885496183], 'Magnetic': [-9.75, 28.65, -21.75]}","{'UVA': 4.7314453125, 'UVB': 0.1614990234375, 'UVC': 0.063323974609375, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:33:23,{'Temperature': 79.85},{'Usage': 0.2},{'Usage': 16.6},Error,"{'Acceleration': [0.9361328491210937, -0.6751648681640625, -9.93354268798828], 'Gyro': [-0.0130566619389313, 0.002931087374045802, -0.002398162396946565], 'Magnetic': [-8.1, 29.25, -19.8]}","{'UVA': 4.7314453125, 'UVB': 0.190338134765625, 'UVC': 0.073455810546875, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:33:27,{'Temperature': 78.75},{'Usage': 0.0},{'Usage': 16.6},Error,"{'Acceleration': [0.9792284790039062, -0.6416460449218749, -9.90241806640625], 'Gyro': [-0.007460949679389314, 0.007194487190839696, -0.0018652374198473284], 'Magnetic': [-9.6, 27.75, -21.599999999999998]}","{'UVA': 4.77294921875, 'UVB': 0.201873779296875, 'UVC': 0.09625244140625, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:33:31,{'Temperature': 81.5},{'Usage': 9.8},{'Usage': 16.8},Error,"{'Acceleration': [1.0103531005859374, -0.6607996582031249, -10.005368737792969], 'Gyro': [-0.002931087374045802, 0.0021316999083969466, -0.0002664624885496183], 'Magnetic': [-8.25, 27.9, -19.95]}","{'UVA': 4.7833251953125, 'UVB': 0.201873779296875, 'UVC': 0.093719482421875, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:33:34,{'Temperature': 78.75},{'Usage': 0.3},{'Usage': 16.6},Error,"{'Acceleration': [0.9528922607421875, -0.6584054565429687, -9.93354268798828], 'Gyro': [-0.008526799633587786, 0.0034640123511450386, -0.000799387465648855], 'Magnetic': [-8.85, 27.75, -24.15]}","{'UVA': 4.7625732421875, 'UVB': 0.19610595703125, 'UVC': 0.0810546875, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:33:38,{'Temperature': 79.85},{'Usage': 1.0},{'Usage': 16.6},Error,"{'Acceleration': [0.9840168823242187, -0.7015010864257812, -9.931148486328125], 'Gyro': [-0.007194487190839696, 0.0130566619389313, 0.0026646248854961837], 'Magnetic': [-8.4, 27.9, -21.75]}","{'UVA': 4.793701171875, 'UVB': 0.1845703125, 'UVC': 0.078521728515625, 'Temperature': 29.900000000000006}",Error
2024-07-18 11:33:42,{'Temperature': 81.5},{'Usage': 12.1},{'Usage': 16.7},Error,"{'Acceleration': [0.9792284790039062, -0.679953271484375, -9.988609326171874], 'Gyro': [-0.007727412167938932, 0.003996937328244275, -0.009326187099236643], 'Magnetic': [-10.049999999999999, 28.05, -21.9]}","{'UVA': 4.80926513671875, 'UVB': 0.190338134765625, 'UVC': 0.08612060546875, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:33:46,{'Temperature': 81.5},{'Usage': 5.0},{'Usage': 16.7},Error,"{'Acceleration': [0.9552864624023437, -0.6631938598632812, -9.97903251953125], 'Gyro': [-0.007194487190839696, 0.007194487190839696, 0.002931087374045802], 'Magnetic': [-9.0, 28.349999999999998, -20.25]}","{'UVA': 4.7833251953125, 'UVB': 0.201873779296875, 'UVC': 0.093719482421875, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:33:50,{'Temperature': 79.3},{'Usage': 0.5},{'Usage': 16.7},Error,"{'Acceleration': [0.93852705078125, -0.6919242797851562, -9.976638317871092], 'Gyro': [-0.010924962030534353, 0.003730474839694657, -0.0018652374198473284], 'Magnetic': [-7.949999999999999, 27.45, -21.45]}","{'UVA': 4.76776123046875, 'UVB': 0.236480712890625, 'UVC': 0.129180908203125, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:33:54,{'Temperature': 79.85},{'Usage': 14.6},{'Usage': 16.7},Error,"{'Acceleration': [1.024718310546875, -0.63206923828125, -9.969455712890625], 'Gyro': [-0.0053292497709923675, 0.0010658499541984733, 0.0002664624885496183], 'Magnetic': [-8.85, 28.799999999999997, -21.599999999999998]}","{'UVA': 4.76776123046875, 'UVB': 0.17303466796875, 'UVC': 0.07598876953125, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:33:58,{'Temperature': 82.05},{'Usage': 0.2},{'Usage': 16.7},Error,"{'Acceleration': [0.9720458740234375, -0.6631938598632812, -9.983820922851562], 'Gyro': [-0.0053292497709923675, 0.005595712259541985, 0.0026646248854961837], 'Magnetic': [-7.5, 29.099999999999998, -21.0]}","{'UVA': 4.76776123046875, 'UVB': 0.213409423828125, 'UVC': 0.098785400390625, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:34:01,{'Temperature': 83.15},{'Usage': 4.0},{'Usage': 16.7},Error,"{'Acceleration': [1.0199299072265624, -0.6153098266601562, -9.931148486328125], 'Gyro': [-0.006661562213740459, 0.0018652374198473284, 0.004263399816793893], 'Magnetic': [-8.7, 30.599999999999998, -21.75]}","{'UVA': 4.77813720703125, 'UVB': 0.1845703125, 'UVC': 0.0810546875, 'Temperature': 29.950000000000003}",Error
2024-07-18 11:34:05,{'Temperature': 78.75},{'Usage': 14.6},{'Usage': 16.7},Error,"{'Acceleration': [0.9169792358398436, -0.6871358764648438, -9.94072529296875], 'Gyro': [-0.003996937328244275, 0.006928024702290077, 0.002931087374045802], 'Magnetic': [-8.85, 28.05, -20.849999999999998]}","{'UVA': 4.752197265625, 'UVB': 0.1614990234375, 'UVC': 0.060791015625, 'Temperature': 30.0}",Error
2024-07-18 11:34:09,{'Temperature': 82.05},{'Usage': 0.0},{'Usage': 16.7},Error,"{'Acceleration': [0.948103857421875, -0.6919242797851562, -9.926360083007811], 'Gyro': [-0.008793262122137404, 0.004263399816793893, -0.0013323124427480919], 'Magnetic': [-9.75, 29.4, -22.2]}","{'UVA': 4.80926513671875, 'UVB': 0.2076416015625, 'UVC': 0.09625244140625, 'Temperature': 30.0}",Error
2024-07-18 11:34:13,{'Temperature': 82.05},{'Usage': 0.2},{'Usage': 16.7},Error,"{'Acceleration': [0.9457096557617187, -0.6967126831054687, -9.950302099609374], 'Gyro': [-0.004529862305343512, 0.00319754986259542, 0.0010658499541984733], 'Magnetic': [-9.0, 29.849999999999998, -21.45]}","{'UVA': 4.77813720703125, 'UVB': 0.213409423828125, 'UVC': 0.09625244140625, 'Temperature': 30.0}",Error
2024-07-18 11:34:17,{'Temperature': 81.5},{'Usage': 9.0},{'Usage': 16.7},Error,"{'Acceleration': [0.9983820922851562, -0.679953271484375, -9.911994873046874], 'Gyro': [-0.00799387465648855, 0.0018652374198473284, -0.0021316999083969466], 'Magnetic': [-9.75, 29.4, -20.7]}","{'UVA': 4.89227294921875, 'UVB': 0.35760498046875, 'UVC': 0.205169677734375, 'Temperature': 30.0}",Error
2024-07-18 11:34:21,{'Temperature': 82.6},{'Usage': 5.3},{'Usage': 16.7},Error,"{'Acceleration': [0.9720458740234375, -0.6871358764648438, -9.964667309570311], 'Gyro': [-0.011457887007633588, -0.0018652374198473284, -0.006661562213740459], 'Magnetic': [-6.75, 28.65, -21.0]}","{'UVA': 4.814453125, 'UVB': 0.224945068359375, 'UVC': 0.119049072265625, 'Temperature': 30.0}",Error
